Date,Ticker,Factor,R2
2019-04-04,ICLN,R2,0.46988582889686037
2019-04-05,ICLN,R2,0.4755419488834448
2019-04-08,ICLN,R2,0.4816711971990818
2019-04-09,ICLN,R2,0.4889230826121941
2019-04-10,ICLN,R2,0.4952742292639134
2019-04-11,ICLN,R2,0.4953694674986874
2019-04-12,ICLN,R2,0.4953524887952321
2019-04-15,ICLN,R2,0.5014219221330349
2019-04-16,ICLN,R2,0.48996216966624817
2019-04-17,ICLN,R2,0.4676088097523182
2019-04-18,ICLN,R2,0.4985212423159763
2019-04-22,ICLN,R2,0.5249835612571911
2019-04-23,ICLN,R2,0.5300573788594837
2019-04-24,ICLN,R2,0.5347626817420541
2019-04-25,ICLN,R2,0.5290609971262523
2019-04-26,ICLN,R2,0.5310455927306985
2019-04-29,ICLN,R2,0.508889978857165
2019-04-30,ICLN,R2,0.46172714269068027
2019-05-01,ICLN,R2,0.4770210998943071
2019-05-02,ICLN,R2,0.4762120717828937
2019-05-03,ICLN,R2,0.4967898484058254
2019-05-06,ICLN,R2,0.4901092052340974
2019-05-07,ICLN,R2,0.39817061230666084
2019-05-08,ICLN,R2,0.4111350025013324
2019-05-09,ICLN,R2,0.40217390801019814
2019-05-10,ICLN,R2,0.3975183519551171
2019-05-13,ICLN,R2,0.4965156022423193
2019-05-14,ICLN,R2,0.5220257623959347
2019-05-15,ICLN,R2,0.5047169271715812
2019-05-16,ICLN,R2,0.5133579191483841
2019-05-17,ICLN,R2,0.5528290176622122
2019-05-20,ICLN,R2,0.5419696959015022
2019-05-21,ICLN,R2,0.5540952663127537
2019-05-22,ICLN,R2,0.540780686113234
2019-05-23,ICLN,R2,0.5599159889616545
2019-05-24,ICLN,R2,0.5582951502302167
2019-05-28,ICLN,R2,0.55714995389973
2019-05-29,ICLN,R2,0.5564768131320592
2019-05-30,ICLN,R2,0.5623316502061405
2019-05-31,ICLN,R2,0.5563063033120148
2019-06-03,ICLN,R2,0.5209733352312587
2019-06-04,ICLN,R2,0.5296977601853246
2019-06-05,ICLN,R2,0.5217469911341124
2019-06-06,ICLN,R2,0.5201360436353444
2019-06-07,ICLN,R2,0.5339314880608659
2019-06-10,ICLN,R2,0.5318552342430478
2019-06-11,ICLN,R2,0.543333754850898
2019-06-12,ICLN,R2,0.5436663474191252
2019-06-13,ICLN,R2,0.556524702527288
2019-06-14,ICLN,R2,0.5612546539360745
2019-06-17,ICLN,R2,0.6021873167791704
2019-06-18,ICLN,R2,0.5889352217140706
2019-06-19,ICLN,R2,0.5925427639881615
2019-06-20,ICLN,R2,0.5987518967316177
2019-06-21,ICLN,R2,0.6089938748764705
2019-06-24,ICLN,R2,0.5983916479541025
2019-06-25,ICLN,R2,0.5905961680832246
2019-06-26,ICLN,R2,0.5910317019019079
2019-06-27,ICLN,R2,0.5945756353528618
2019-06-28,ICLN,R2,0.5916093686662749
2019-07-01,ICLN,R2,0.5918879849979335
2019-07-02,ICLN,R2,0.5884287697336836
2019-07-03,ICLN,R2,0.5874398598827095
2019-07-05,ICLN,R2,0.5597209187205245
2019-07-08,ICLN,R2,0.5481110670628982
2019-07-09,ICLN,R2,0.5562902993782166
2019-07-10,ICLN,R2,0.5628703655971187
2019-07-11,ICLN,R2,0.5710179822200308
2019-07-12,ICLN,R2,0.5590035819968013
2019-07-15,ICLN,R2,0.558609563038367
2019-07-16,ICLN,R2,0.5597042524982113
2019-07-17,ICLN,R2,0.5571567779659874
2019-07-18,ICLN,R2,0.5548475823064213
2019-07-19,ICLN,R2,0.5666498625998312
2019-07-22,ICLN,R2,0.5667868674031016
2019-07-23,ICLN,R2,0.5373713893427594
2019-07-24,ICLN,R2,0.5262020694260405
2019-07-25,ICLN,R2,0.5407446200904346
2019-07-26,ICLN,R2,0.5360088856613194
2019-07-29,ICLN,R2,0.5367992720207502
2019-07-30,ICLN,R2,0.521736044693125
2019-07-31,ICLN,R2,0.5122795419482882
2019-08-01,ICLN,R2,0.5601525401377667
2019-08-02,ICLN,R2,0.5599927829316447
2019-08-05,ICLN,R2,0.6299610018540059
2019-08-06,ICLN,R2,0.638214188420061
2019-08-07,ICLN,R2,0.5549191515174311
2019-08-08,ICLN,R2,0.5691563849496489
2019-08-09,ICLN,R2,0.5949919824567114
2019-08-12,ICLN,R2,0.5915329040547481
2019-08-13,ICLN,R2,0.5842855894478549
2019-08-14,ICLN,R2,0.6211092908489237
2019-08-15,ICLN,R2,0.5799743818581047
2019-08-16,ICLN,R2,0.5979837226629355
2019-08-19,ICLN,R2,0.578182388782378
2019-08-20,ICLN,R2,0.5826987341109551
2019-08-21,ICLN,R2,0.630728475363836
2019-08-22,ICLN,R2,0.6234746323607527
2019-08-23,ICLN,R2,0.6598266094999168
2019-08-26,ICLN,R2,0.6590454973923138
2019-08-27,ICLN,R2,0.6729701387526477
2019-08-28,ICLN,R2,0.6716421883435415
2019-08-29,ICLN,R2,0.674793215133258
2019-08-30,ICLN,R2,0.6842425767472669
2019-09-03,ICLN,R2,0.6609218162018122
2019-09-04,ICLN,R2,0.6732328050052276
2019-09-05,ICLN,R2,0.665625059563812
2019-09-06,ICLN,R2,0.654863279400488
2019-09-09,ICLN,R2,0.6562017423280957
2019-09-10,ICLN,R2,0.655985923716224
2019-09-11,ICLN,R2,0.6621176713404477
2019-09-12,ICLN,R2,0.6512760333496915
2019-09-13,ICLN,R2,0.6425581515566232
2019-09-16,ICLN,R2,0.6487677922965334
2019-09-17,ICLN,R2,0.64968741793689
2019-09-18,ICLN,R2,0.6491946157453152
2019-09-19,ICLN,R2,0.6220467130714931
2019-09-20,ICLN,R2,0.6289587623976476
2019-09-23,ICLN,R2,0.6252572932369024
2019-09-24,ICLN,R2,0.6306160389574488
2019-09-25,ICLN,R2,0.6111284855068259
2019-09-26,ICLN,R2,0.6031812522626501
2019-09-27,ICLN,R2,0.6110804302441641
2019-09-30,ICLN,R2,0.6156531967185244
2019-10-01,ICLN,R2,0.6161871699993653
2019-10-02,ICLN,R2,0.6279221539710629
2019-10-03,ICLN,R2,0.6420676645633163
2019-10-04,ICLN,R2,0.6590049729773253
2019-10-07,ICLN,R2,0.6745178236788103
2019-10-08,ICLN,R2,0.6792129321975122
2019-10-09,ICLN,R2,0.6845031499461975
2019-10-10,ICLN,R2,0.6858463036847179
2019-10-11,ICLN,R2,0.6860277769495517
2019-10-14,ICLN,R2,0.6951525454443042
2019-10-15,ICLN,R2,0.6646280834352429
2019-10-16,ICLN,R2,0.671665366172679
2019-10-17,ICLN,R2,0.6729475686542953
2019-10-18,ICLN,R2,0.6707767866671632
2019-10-21,ICLN,R2,0.6949297700083567
2019-10-22,ICLN,R2,0.7042737779887488
2019-10-23,ICLN,R2,0.6987550109863477
2019-10-24,ICLN,R2,0.7431277601268209
2019-10-25,ICLN,R2,0.7431142983678671
2019-10-28,ICLN,R2,0.751705220553028
2019-10-29,ICLN,R2,0.7115511983011267
2019-10-30,ICLN,R2,0.6153534148030606
2019-10-31,ICLN,R2,0.6356140717150296
2019-11-01,ICLN,R2,0.6168965709093048
2019-11-04,ICLN,R2,0.6186694751829427
2019-11-05,ICLN,R2,0.610423440301632
2019-11-06,ICLN,R2,0.6011084954793573
2019-11-07,ICLN,R2,0.5598236625209778
2019-11-08,ICLN,R2,0.5670816626610913
2019-11-11,ICLN,R2,0.5379850659464187
2019-11-12,ICLN,R2,0.5186705437875602
2019-11-13,ICLN,R2,0.5283762546937424
2019-11-14,ICLN,R2,0.5293487083586561
2019-11-15,ICLN,R2,0.5402999132596813
2019-11-18,ICLN,R2,0.4767742202688914
2019-11-19,ICLN,R2,0.434775546031976
2019-11-20,ICLN,R2,0.4436515377916429
2019-11-21,ICLN,R2,0.429955046211439
2019-11-22,ICLN,R2,0.42482500377667987
2019-11-25,ICLN,R2,0.43924521815262174
2019-11-26,ICLN,R2,0.4512533131638803
2019-11-27,ICLN,R2,0.4623262869870657
2019-11-29,ICLN,R2,0.4660544758141293
2019-12-02,ICLN,R2,0.45623139972498805
2019-12-03,ICLN,R2,0.4560584757255396
2019-12-04,ICLN,R2,0.44615905122227395
2019-12-05,ICLN,R2,0.4252606110307825
2019-12-06,ICLN,R2,0.44480049931900956
2019-12-09,ICLN,R2,0.43603882762772317
2019-12-10,ICLN,R2,0.440020157121787
2019-12-11,ICLN,R2,0.4123931841759797
2019-12-12,ICLN,R2,0.38971433148353074
2019-12-13,ICLN,R2,0.41261639909933023
2019-12-16,ICLN,R2,0.41495084255351267
2019-12-17,ICLN,R2,0.4118115659917704
2019-12-18,ICLN,R2,0.3995114819931994
2019-12-19,ICLN,R2,0.42401872810217467
2019-12-20,ICLN,R2,0.41547451816128556
2019-12-23,ICLN,R2,0.38976145461357325
2019-12-24,ICLN,R2,0.38678805295675767
2019-12-26,ICLN,R2,0.39540055849734057
2019-12-27,ICLN,R2,0.3483915569163094
2019-12-30,ICLN,R2,0.34664262165394566
2019-12-31,ICLN,R2,0.2934624022820026
2020-01-02,ICLN,R2,0.2950270082221781
2020-01-03,ICLN,R2,0.27912271376893416
2020-01-06,ICLN,R2,0.25325425701132886
2020-01-07,ICLN,R2,0.2567932610483967
2020-01-08,ICLN,R2,0.2748615030648357
2020-01-09,ICLN,R2,0.2645357776555999
2020-01-10,ICLN,R2,0.3144277198614419
2020-01-13,ICLN,R2,0.3448012397289225
2020-01-14,ICLN,R2,0.3126711082700554
2020-01-15,ICLN,R2,0.3550984450894902
2020-01-16,ICLN,R2,0.3501896967238399
2020-01-17,ICLN,R2,0.3118777950408679
2020-01-21,ICLN,R2,0.3306810287748043
2020-01-22,ICLN,R2,0.3447030293361505
2020-01-23,ICLN,R2,0.35870978333535997
2020-01-24,ICLN,R2,0.3405070479226653
2020-01-27,ICLN,R2,0.4050728126369887
2020-01-28,ICLN,R2,0.49731280401420863
2020-01-29,ICLN,R2,0.49662465323328775
2020-01-30,ICLN,R2,0.47766920823207415
2020-01-31,ICLN,R2,0.5616259944786023
2020-02-03,ICLN,R2,0.5760949995474883
2020-02-04,ICLN,R2,0.6245192535927608
2020-02-05,ICLN,R2,0.6315360550884794
2020-02-06,ICLN,R2,0.6281006480903346
2020-02-07,ICLN,R2,0.6560382266578932
2020-02-10,ICLN,R2,0.6625878087589683
2020-02-11,ICLN,R2,0.6285421339847094
2020-02-12,ICLN,R2,0.6447307753756726
2020-02-13,ICLN,R2,0.6457563556113213
2020-02-14,ICLN,R2,0.6613842665058809
2020-02-18,ICLN,R2,0.6595907725325292
2020-02-19,ICLN,R2,0.6295659765981665
2020-02-20,ICLN,R2,0.6159807439651559
2020-02-21,ICLN,R2,0.6284957645394083
2020-02-24,ICLN,R2,0.6870941870952625
2020-02-25,ICLN,R2,0.714471890929469
2020-02-26,ICLN,R2,0.7080220230429195
2020-02-27,ICLN,R2,0.7442892768746844
2020-02-28,ICLN,R2,0.7421253514181123
2020-03-02,ICLN,R2,0.736555919128457
2020-03-03,ICLN,R2,0.7157651964530424
2020-03-04,ICLN,R2,0.7251955386005018
2020-03-05,ICLN,R2,0.7126199184847817
2020-03-06,ICLN,R2,0.7181631606608987
2020-03-09,ICLN,R2,0.8527650966721676
2020-03-10,ICLN,R2,0.8542347575979027
2020-03-11,ICLN,R2,0.8804513393470944
2020-03-12,ICLN,R2,0.9186526931961669
2020-03-13,ICLN,R2,0.9224968322828658
2020-03-16,ICLN,R2,0.9299856804061849
2020-03-17,ICLN,R2,0.9173711058008878
2020-03-18,ICLN,R2,0.9275258930768402
2020-03-19,ICLN,R2,0.9137033778570107
2020-03-20,ICLN,R2,0.9139078764910954
2020-03-23,ICLN,R2,0.907430021256969
2020-03-24,ICLN,R2,0.9190863505787756
2020-03-25,ICLN,R2,0.9212468446099213
2020-03-26,ICLN,R2,0.9180946265948047
2020-03-27,ICLN,R2,0.9042209278305434
2020-03-30,ICLN,R2,0.9053647739884385
2020-03-31,ICLN,R2,0.9054596105510392
2020-04-01,ICLN,R2,0.8984498596604875
2020-04-02,ICLN,R2,0.8982926683652939
2020-04-03,ICLN,R2,0.8974774654129964
2020-04-06,ICLN,R2,0.9015320091877735
2020-04-07,ICLN,R2,0.9020336611096195
2020-04-08,ICLN,R2,0.8981153644955363
2020-04-09,ICLN,R2,0.8981053798838707
2020-04-13,ICLN,R2,0.8982694711196337
2020-04-14,ICLN,R2,0.8984827160637414
2020-04-15,ICLN,R2,0.8990657501637649
2020-04-16,ICLN,R2,0.8990650808013577
2020-04-17,ICLN,R2,0.8963371191924965
2020-04-20,ICLN,R2,0.8963608124331146
2020-04-21,ICLN,R2,0.8964563792158409
2020-04-22,ICLN,R2,0.8964633871804639
2020-04-23,ICLN,R2,0.8957884637050681
2020-04-24,ICLN,R2,0.8936342656581238
2020-04-27,ICLN,R2,0.8902761614583349
2020-04-28,ICLN,R2,0.8918562670666587
2020-04-29,ICLN,R2,0.8939513086525811
2020-04-30,ICLN,R2,0.8907374448764552
2020-05-01,ICLN,R2,0.891841172948126
2020-05-04,ICLN,R2,0.8920921529141319
2020-05-05,ICLN,R2,0.8920390086208057
2020-05-06,ICLN,R2,0.8895731208043474
2020-05-07,ICLN,R2,0.8892690440909758
2020-05-08,ICLN,R2,0.8910767094432078
2020-05-11,ICLN,R2,0.8915753278092063
2020-05-12,ICLN,R2,0.8877823415608549
2020-05-13,ICLN,R2,0.8897317196816692
2020-05-14,ICLN,R2,0.8985350555153621
2020-05-15,ICLN,R2,0.8981399656364503
2020-05-18,ICLN,R2,0.900974342985507
2020-05-19,ICLN,R2,0.8997209645619041
2020-05-20,ICLN,R2,0.899664340532116
2020-05-21,ICLN,R2,0.8995728495283862
2020-05-22,ICLN,R2,0.8992889632778653
2020-05-26,ICLN,R2,0.9001487910296544
2020-05-27,ICLN,R2,0.8966036328414237
2020-05-28,ICLN,R2,0.900304929605151
2020-05-29,ICLN,R2,0.8969279113097364
2020-06-01,ICLN,R2,0.8995207714507539
2020-06-02,ICLN,R2,0.8996762302132928
2020-06-03,ICLN,R2,0.8947668728572469
2020-06-04,ICLN,R2,0.8960002611841793
2020-06-05,ICLN,R2,0.8916155149514466
2020-06-08,ICLN,R2,0.8932970704734273
2020-06-09,ICLN,R2,0.889902905152372
2020-06-10,ICLN,R2,0.859621148175967
2020-06-11,ICLN,R2,0.8729821700902648
2020-06-12,ICLN,R2,0.8699842824827182
2020-06-15,ICLN,R2,0.8694373507048972
2020-06-16,ICLN,R2,0.8935927312529574
2020-06-17,ICLN,R2,0.8911372902869884
2020-06-18,ICLN,R2,0.8602696518307664
2020-06-19,ICLN,R2,0.8730034966451039
2020-06-22,ICLN,R2,0.8688921596160635
2020-06-23,ICLN,R2,0.8670474884757922
2020-06-24,ICLN,R2,0.868014246834375
2020-06-25,ICLN,R2,0.8657081084469422
2020-06-26,ICLN,R2,0.8626290031569188
2020-06-29,ICLN,R2,0.8613789550770277
2020-06-30,ICLN,R2,0.862077633092838
2020-07-01,ICLN,R2,0.8372774884422133
2020-07-02,ICLN,R2,0.8353804944159818
2020-07-06,ICLN,R2,0.823607165055412
2020-07-07,ICLN,R2,0.8198152796988998
2020-07-08,ICLN,R2,0.8095689389774312
2020-07-09,ICLN,R2,0.8203348882525183
2020-07-10,ICLN,R2,0.8012788414180456
2020-07-13,ICLN,R2,0.8051601804340403
2020-07-14,ICLN,R2,0.8021706012249958
2020-07-15,ICLN,R2,0.8026605725633245
2020-07-16,ICLN,R2,0.790869070656546
2020-07-17,ICLN,R2,0.7787150106635482
2020-07-20,ICLN,R2,0.7744343530458204
2020-07-21,ICLN,R2,0.8026460045357418
2020-07-22,ICLN,R2,0.8056791355509578
2020-07-23,ICLN,R2,0.8090654961786805
2020-07-24,ICLN,R2,0.8020334362138569
2020-07-27,ICLN,R2,0.7962382081440394
2020-07-28,ICLN,R2,0.7796943092853186
2020-07-29,ICLN,R2,0.7735383992361528
2020-07-30,ICLN,R2,0.7709132716520228
2020-07-31,ICLN,R2,0.7730000055988765
2020-08-03,ICLN,R2,0.7737360542235883
2020-08-04,ICLN,R2,0.7604880385584101
2020-08-05,ICLN,R2,0.7630944606100146
2020-08-06,ICLN,R2,0.7687529416550121
2020-08-07,ICLN,R2,0.753033618946104
2020-08-10,ICLN,R2,0.7550728846484728
2020-08-11,ICLN,R2,0.7730810577222209
2020-08-12,ICLN,R2,0.7547997220166925
2020-08-13,ICLN,R2,0.7506809027994847
2020-08-14,ICLN,R2,0.7441851532017663
2020-08-17,ICLN,R2,0.7442668080870879
2020-08-18,ICLN,R2,0.753284384980938
2020-08-19,ICLN,R2,0.7550793768385757
2020-08-20,ICLN,R2,0.7560833794876638
2020-08-21,ICLN,R2,0.7530236623295329
2020-08-24,ICLN,R2,0.757647804531845
2020-08-25,ICLN,R2,0.74732327394793
2020-08-26,ICLN,R2,0.7457705939157958
2020-08-27,ICLN,R2,0.7425509024725111
2020-08-28,ICLN,R2,0.7422895994911594
2020-08-31,ICLN,R2,0.7509265300432568
2020-09-01,ICLN,R2,0.7493393692677887
2020-09-02,ICLN,R2,0.7478233635469418
2020-09-03,ICLN,R2,0.7756579465340545
2020-09-04,ICLN,R2,0.7100761024880662
2020-09-08,ICLN,R2,0.6884534654193257
2020-09-09,ICLN,R2,0.6952322014351036
2020-09-10,ICLN,R2,0.7006482315515428
2020-09-11,ICLN,R2,0.70195110601295
2020-09-14,ICLN,R2,0.7096887957242524
2020-09-15,ICLN,R2,0.7115562583348232
2020-09-16,ICLN,R2,0.7171730335416182
2020-09-17,ICLN,R2,0.7165535941391248
2020-09-18,ICLN,R2,0.7161377880381825
2020-09-21,ICLN,R2,0.7345446986316009
2020-09-22,ICLN,R2,0.7193394785886674
2020-09-23,ICLN,R2,0.7039263270735456
2020-09-24,ICLN,R2,0.7154272083971487
2020-09-25,ICLN,R2,0.7187540658870566
2020-09-28,ICLN,R2,0.7152820700668734
2020-09-29,ICLN,R2,0.7033757661931277
2020-09-30,ICLN,R2,0.6999136586007544
2020-10-01,ICLN,R2,0.7036162449109844
2020-10-02,ICLN,R2,0.700411370173978
2020-10-05,ICLN,R2,0.7329222944886655
2020-10-06,ICLN,R2,0.7234020942217546
2020-10-07,ICLN,R2,0.7260476628782373
2020-10-08,ICLN,R2,0.7262114366183742
2020-10-09,ICLN,R2,0.7237731501391327
2020-10-12,ICLN,R2,0.6868096785513456
2020-10-13,ICLN,R2,0.6862514392024812
2020-10-14,ICLN,R2,0.678805216443724
2020-10-15,ICLN,R2,0.6739072089159215
2020-10-16,ICLN,R2,0.6800499444212235
2020-10-19,ICLN,R2,0.6794138832521253
2020-10-20,ICLN,R2,0.6737285979612206
2020-10-21,ICLN,R2,0.6289554083754718
2020-10-22,ICLN,R2,0.6402483410312638
2020-10-23,ICLN,R2,0.6373105344374455
2020-10-26,ICLN,R2,0.6460796782773472
2020-10-27,ICLN,R2,0.6435698838606487
2020-10-28,ICLN,R2,0.650045581046351
2020-10-29,ICLN,R2,0.6469479895754143
2020-10-30,ICLN,R2,0.653350202846397
2020-11-02,ICLN,R2,0.6547185299694551
2020-11-03,ICLN,R2,0.6396339753505771
2020-11-04,ICLN,R2,0.5926520285821963
2020-11-05,ICLN,R2,0.6102952671311395
2020-11-06,ICLN,R2,0.6152077248014117
2020-11-09,ICLN,R2,0.6120125123901532
2020-11-10,ICLN,R2,0.6137738806399666
2020-11-11,ICLN,R2,0.6333122660943271
2020-11-12,ICLN,R2,0.6351488405423061
2020-11-13,ICLN,R2,0.62439704458369
2020-11-16,ICLN,R2,0.6116069428395692
2020-11-17,ICLN,R2,0.61137869075415
2020-11-18,ICLN,R2,0.6108972846560707
2020-11-19,ICLN,R2,0.6115334270759437
2020-11-20,ICLN,R2,0.6022974575812734
2020-11-23,ICLN,R2,0.6052752892876814
2020-11-24,ICLN,R2,0.6052126301997112
2020-11-25,ICLN,R2,0.6044022881183869
2020-11-27,ICLN,R2,0.6006827590261925
2020-11-30,ICLN,R2,0.5425190901177814
2020-12-01,ICLN,R2,0.5463213694254553
2020-12-02,ICLN,R2,0.5721202766534605
2020-12-03,ICLN,R2,0.5453495758882806
2020-12-04,ICLN,R2,0.5096521314218463
2020-12-07,ICLN,R2,0.5059387791796877
2020-12-08,ICLN,R2,0.4887900477355751
2020-12-09,ICLN,R2,0.504790905193173
2020-12-10,ICLN,R2,0.5076216153145019
2020-12-11,ICLN,R2,0.49670177124751513
2020-12-14,ICLN,R2,0.5009097697960699
2020-12-15,ICLN,R2,0.5130678463260043
2020-12-16,ICLN,R2,0.5224910618434903
2020-12-17,ICLN,R2,0.5390278938812423
2020-12-18,ICLN,R2,0.5350271101372143
2020-12-21,ICLN,R2,0.5299358057400466
2020-12-22,ICLN,R2,0.5432071543195417
2020-12-23,ICLN,R2,0.5602825048337855
2020-12-24,ICLN,R2,0.5624999497246921
2020-12-28,ICLN,R2,0.5071858231140369
2020-12-29,ICLN,R2,0.5021511506729651
2020-12-30,ICLN,R2,0.47104733486005224
2020-12-31,ICLN,R2,0.4715330903806846
2021-01-04,ICLN,R2,0.42965332931565503
2021-01-05,ICLN,R2,0.4346599085065608
2021-01-06,ICLN,R2,0.4929593074739326
2021-01-07,ICLN,R2,0.5727035580871124
2021-01-08,ICLN,R2,0.5564807328172696
2021-01-11,ICLN,R2,0.5681077214178318
2021-01-12,ICLN,R2,0.5616653612177751
2021-01-13,ICLN,R2,0.5491253143722543
2021-01-14,ICLN,R2,0.5013832837042187
2021-01-15,ICLN,R2,0.5388604176145508
2021-01-19,ICLN,R2,0.5374161793548652
2021-01-20,ICLN,R2,0.5356210267090549
2021-01-21,ICLN,R2,0.4917530921307056
2021-01-22,ICLN,R2,0.47419052421919317
2021-01-25,ICLN,R2,0.4794093569169938
2021-01-26,ICLN,R2,0.47462505746733263
2021-01-27,ICLN,R2,0.5546829821398505
2021-01-28,ICLN,R2,0.5557670624054197
2021-01-29,ICLN,R2,0.5620963225312836
2021-02-01,ICLN,R2,0.5657582028828021
2021-02-02,ICLN,R2,0.5776820566587952
2021-02-03,ICLN,R2,0.5588153237447624
2021-02-04,ICLN,R2,0.5254481682691112
2021-02-05,ICLN,R2,0.5225363702408856
2021-02-08,ICLN,R2,0.5236732144369456
2021-02-09,ICLN,R2,0.521233350496957
2021-02-10,ICLN,R2,0.5219544579400579
2021-02-11,ICLN,R2,0.5224911787395851
2021-02-12,ICLN,R2,0.5026113959789139
2021-02-16,ICLN,R2,0.506393408413671
2021-02-17,ICLN,R2,0.5107856720805515
2021-02-18,ICLN,R2,0.5283470349545274
2021-02-19,ICLN,R2,0.5307839860182686
2021-02-22,ICLN,R2,0.5666821970776885
2021-02-23,ICLN,R2,0.5676792559413744
2021-02-24,ICLN,R2,0.5700172661465248
2021-02-25,ICLN,R2,0.5910159314622583
2021-02-26,ICLN,R2,0.5931415579819184
2021-03-01,ICLN,R2,0.6067689208466939
2021-03-02,ICLN,R2,0.6176501232552685
2021-03-03,ICLN,R2,0.6435929571777075
2021-03-04,ICLN,R2,0.6609992558455009
2021-03-05,ICLN,R2,0.656060973316718
2021-03-08,ICLN,R2,0.6637520600668434
2021-03-09,ICLN,R2,0.6935030491141145
2021-03-10,ICLN,R2,0.6932499973208
2021-03-11,ICLN,R2,0.7159299079995831
2021-03-12,ICLN,R2,0.7153461397941383
2021-03-15,ICLN,R2,0.7139546400508907
2021-03-16,ICLN,R2,0.7165244731329359
2021-03-17,ICLN,R2,0.6939637358816149
2021-03-18,ICLN,R2,0.7088069765129358
2021-03-19,ICLN,R2,0.7158811518064754
2021-03-22,ICLN,R2,0.7100965684433588
2021-03-23,ICLN,R2,0.7128284981379462
2021-03-24,ICLN,R2,0.7202975174587294
2021-03-25,ICLN,R2,0.7380238225519374
2021-03-26,ICLN,R2,0.7419130031630354
2021-03-29,ICLN,R2,0.7447635283354925
2021-03-30,ICLN,R2,0.7437542028498766
2021-03-31,ICLN,R2,0.7594408704053224
2021-04-01,ICLN,R2,0.7537637337823165
2021-04-05,ICLN,R2,0.7946853582273052
2021-04-06,ICLN,R2,0.7827622592277388
2021-04-07,ICLN,R2,0.7884456755576964
2021-04-08,ICLN,R2,0.7887808207977913
2021-04-09,ICLN,R2,0.7877810713086608
2021-04-12,ICLN,R2,0.784211911221598
2021-04-13,ICLN,R2,0.7866369668563925
2021-04-14,ICLN,R2,0.7851049369687615
2021-04-15,ICLN,R2,0.7793819400437313
2021-04-16,ICLN,R2,0.7565545204680031
2021-04-19,ICLN,R2,0.7918922406290014
2021-04-20,ICLN,R2,0.7927783290363475
2021-04-21,ICLN,R2,0.7932340794566834
2021-04-22,ICLN,R2,0.7823113869689468
2021-04-23,ICLN,R2,0.7706031721486739
2021-04-26,ICLN,R2,0.7658474934585666
2021-04-27,ICLN,R2,0.795896884936903
2021-04-28,ICLN,R2,0.7863915103031969
2021-04-29,ICLN,R2,0.781956324189824
2021-04-30,ICLN,R2,0.7824066576700383
2021-05-03,ICLN,R2,0.7843556170835777
2021-05-04,ICLN,R2,0.7957469898766709
2021-05-05,ICLN,R2,0.7815989461001064
2021-05-06,ICLN,R2,0.7819802381728577
2021-05-07,ICLN,R2,0.7843246220114686
2021-05-10,ICLN,R2,0.7772573139806718
2021-05-11,ICLN,R2,0.7926371222776893
2021-05-12,ICLN,R2,0.7949520087272811
2021-05-13,ICLN,R2,0.7951928289857388
2021-05-14,ICLN,R2,0.8095860517093378
2021-05-17,ICLN,R2,0.8095357108331609
2021-05-18,ICLN,R2,0.7976325868868628
2021-05-19,ICLN,R2,0.7939754826750819
2021-05-20,ICLN,R2,0.7956907187255394
2021-05-21,ICLN,R2,0.7869100436317082
2021-05-24,ICLN,R2,0.7852793102737669
2021-05-25,ICLN,R2,0.7776647867242866
2021-05-26,ICLN,R2,0.7696643146429277
2021-05-27,ICLN,R2,0.7456790631495758
2021-05-28,ICLN,R2,0.7357008221148214
2021-06-01,ICLN,R2,0.7351698455934895
2021-06-02,ICLN,R2,0.7331046047477408
2021-06-03,ICLN,R2,0.6988816534717638
2021-06-04,ICLN,R2,0.6990188671303992
2021-06-07,ICLN,R2,0.6673813199815525
2021-06-08,ICLN,R2,0.6693928901160684
2021-06-09,ICLN,R2,0.6696908327028936
2021-06-10,ICLN,R2,0.6685534013196677
2021-06-11,ICLN,R2,0.6880258875654659
2021-06-14,ICLN,R2,0.6634778966432426
2021-06-15,ICLN,R2,0.6565044236008836
2021-06-16,ICLN,R2,0.6727986512364115
2021-06-17,ICLN,R2,0.6688045069955124
2021-06-18,ICLN,R2,0.6388385038660787
2021-06-21,ICLN,R2,0.6410365536140834
2021-06-22,ICLN,R2,0.6448763160760996
2021-06-23,ICLN,R2,0.6275739652712209
2021-06-24,ICLN,R2,0.6381891697547369
2021-06-25,ICLN,R2,0.6074827963359508
2021-06-28,ICLN,R2,0.5893865668691443
2021-06-29,ICLN,R2,0.5966489685135374
2021-06-30,ICLN,R2,0.6067178160549016
2021-07-01,ICLN,R2,0.5985997792906237
2021-07-02,ICLN,R2,0.5947072509902166
2021-07-06,ICLN,R2,0.5924685638187348
2021-07-07,ICLN,R2,0.618960935260586
2021-07-08,ICLN,R2,0.6128903761782769
2021-07-09,ICLN,R2,0.5967071182768416
2021-07-12,ICLN,R2,0.6297162805914402
2021-07-13,ICLN,R2,0.6902965951208029
2021-07-14,ICLN,R2,0.6834568023735762
2021-07-15,ICLN,R2,0.6806991560040596
2021-07-16,ICLN,R2,0.6775474632108349
2021-07-19,ICLN,R2,0.7339462875709706
2021-07-20,ICLN,R2,0.7266805051655496
2021-07-21,ICLN,R2,0.7339320146600694
2021-07-22,ICLN,R2,0.7323556081225797
2021-07-23,ICLN,R2,0.7058781638833533
2021-07-26,ICLN,R2,0.7078161546112796
2021-07-27,ICLN,R2,0.6976776178688144
2021-07-28,ICLN,R2,0.7060694870527779
2021-07-29,ICLN,R2,0.691966921129328
